Name,Age,Gender,Phone,EmailID,City,Location,Grade_10,Grade_12,JEE,CUET,Stream
Arjun Patel,18,Female,916315430990,arjunpatel@gmail.com,Hyderabad,Semi-Urban,100.0,100.0,182.34701123021952,100.0,BCA
Shaurya Patel,17,Male,919200911498,shauryapatel@gmail.com,Dubai,Urban,55.85,69.09,169.81,409.08,B.Sc IT
Arjun Sharma,17,Female,914680131433,arjunsharma@gmail.com,London,Urban,95.79,74.68,139.21,440.94,B.Sc Data Science
Vivaan Khan,18,Male,913696493826,vivaankhan@gmail.com,Sydney,Urban,74.38,77.22531926406927,,100.0,BCA
Atharv Patel,17,Female,911002607721,atharvpatel@gmail.com,Ahmedabad,Urban,94.7,81.33,290.75,678.76,B.Tech CS
Aarav Wilson,18,Female,916196719796,aaravwilson@gmail.com,Dubai,Rural,87.21,88.04,100.0,100.0,BCA
Krishna Wilson,20,Female,914047350476,krishnawilson@gmail.com,Hyderabad,Semi-Urban,93.78,76.8,255.91,444.13,B.Tech Civil
Aarav Sharma,18,Female,918146047614,aaravsharma@gmail.com,Hyderabad,Rural,75.26,95.33,152.38,484.91,B.Sc Data Science
Vihaan Khan,17,Male,913454468432,vihaankhan@gmail.com,Delhi,Semi-Urban,97.08,52.1,283.08,528.75,B.Tech Mechanical
Atharv Brown,17,Male,914257033329,atharvbrown@gmail.com,New York,Semi-Urban,79.99,67.94,286.18,739.33,B.Tech CS
Atharv Khan,20,Female,913207625731,atharvkhan@gmail.com,London,Urban,77.56548998375746,78.14,239.12,760.67,B.Tech CS
Shaurya Patel,17,Male,919352439229,shauryapatel@gmail.com,New York,Urban,54.35,99.46,233.41,774.11,B.Tech CS
Shaurya Johnson,17,Male,911555248993,shauryajohnson@gmail.com,Mumbai,Semi-Urban,73.63,60.2,251.9,561.7,B.Tech Mechanical
Aarav Wilson,19,Female,919391782640,aaravwilson@gmail.com,Sydney,Urban,77.56548998375746,100.0,100.0,100.0,BCA
Arjun Miller,17,Male,916343031016,arjunmiller@gmail.com,London,Urban,88.43,71.58,296.95,788.44,B.Tech CS
Atharv Singh,17,Female,912672408962,atharvsingh@gmail.com,Sydney,Semi-Urban,74.62,54.17,242.67,457.07,B.Tech Civil
Aarav Miller,17,Female,913722917648,aaravmiller@gmail.com,Mumbai,Urban,70.0,64.29,233.57,542.33,B.Tech Civil
Ishaan Khan,18,Male,912258337622,ishaankhan@gmail.com,Hyderabad,Semi-Urban,61.77,66.48,123.12,510.38,B.Sc Data Science
Krishna Singh,20,Female,916811822923,krishnasingh@gmail.com,Bengaluru,Rural,69.19,74.53,137.15,420.98,B.Sc IT
Sai Sharma,19,Female,916788488059,saisharma@gmail.com,New York,Rural,,59.05,105.69,613.27,B.Sc Data Science
Arjun Patel,19,Female,912470269154,arjunpatel@gmail.com,London,Rural,71.82,81.29,,400.6,B.Tech Civil
Aditya Johnson,19,Female,913389156241,adityajohnson@gmail.com,New York,Urban,76.65,66.89,297.88,593.32,B.Tech ECE
Krishna Brown,17,Female,915095632174,krishnabrown@gmail.com,Mumbai,Urban,85.86,,109.98,,B.Tech Mechanical
Sai Singh,18,Female,915416893927,saisingh@gmail.com,London,Semi-Urban,97.68,85.48,146.79,620.36,B.Tech Mechanical
Aarav Johnson,17,Male,911672336935,aaravjohnson@gmail.com,Toronto,Urban,77.56548998375746,53.15,261.93,487.33,B.Tech Civil
Vivaan Brown,18,Female,911492075741,vivaanbrown@gmail.com,Ahmedabad,Urban,64.95,90.54,265.35,633.13,B.Tech CS
Sai Patel,18,Female,913484171932,saipatel@gmail.com,Toronto,Urban,86.96,77.22531926406927,100.0,100.0,BCA
Krishna Brown,17,Male,916698027644,krishnabrown@gmail.com,Sydney,Urban,82.07,88.51,292.48,,B.Tech CS
Aditya Brown,18,Female,917927110735,adityabrown@gmail.com,Delhi,Urban,96.69,90.97,100.0,100.0,BCA
Shaurya Miller,18,Female,916924704811,shauryamiller@gmail.com,Hyderabad,Urban,54.66,,,498.02,B.Tech Mechanical
Krishna Taylor,19,Female,918190041589,krishnataylor@gmail.com,Hyderabad,Urban,60.83,56.55,208.76,685.86,B.Tech Mechanical
Arjun Patel,17,Male,918265859702,arjunpatel@gmail.com,Ahmedabad,Semi-Urban,93.61,77.22531926406927,100.0,100.0,BCA
Aditya Verma,17,Female,911249201843,adityaverma@gmail.com,New York,Semi-Urban,85.99,73.73,144.92,,B.Tech Mechanical
Arjun Singh,17,Female,917281436116,arjunsingh@gmail.com,Sydney,Rural,55.91,65.35,283.49,743.9,B.Tech CS
Vihaan Johnson,20,Female,916107812779,vihaanjohnson@gmail.com,Ahmedabad,Semi-Urban,56.12,71.23,270.29,527.97,B.Tech Mechanical
Ishaan Brown,20,Male,916086333995,ishaanbrown@gmail.com,Mumbai,Rural,69.55,70.22,299.47,571.28,B.Tech ECE
Vihaan Brown,19,Female,911487774599,vihaanbrown@gmail.com,Ahmedabad,Urban,77.56548998375746,,100.0,100.0,BCA
Sai Taylor,18,Male,915092600011,saitaylor@gmail.com,Mumbai,Urban,90.9,71.21,183.06,738.44,B.Tech ECE
Arjun Wilson,19,Female,917948698948,arjunwilson@gmail.com,Ahmedabad,Semi-Urban,67.47,65.61,100.0,100.0,BCA
Atharv Verma,17,Male,915932572287,atharvverma@gmail.com,Mumbai,Semi-Urban,72.06,72.28999999999999,182.34701123021952,100.0,BCA
Aarav Sharma,17,Female,917354962595,aaravsharma@gmail.com,Dubai,Urban,86.54,,143.48,532.97,B.Sc Data Science
Aditya Sharma,20,Female,913919193828,adityasharma@gmail.com,Dubai,Urban,75.5,86.06,276.67,689.34,B.Tech CS
Aarav Verma,17,Female,917390835211,aaravverma@gmail.com,Sydney,Semi-Urban,,76.1,,468.08,B.Tech Mechanical
Krishna Sharma,18,Male,913085441843,krishnasharma@gmail.com,London,Semi-Urban,100.0,88.49,100.0,100.0,BCA
Ishaan Taylor,19,Male,912428617892,ishaantaylor@gmail.com,New York,Rural,56.22,,268.9,,B.Tech Mechanical
Vivaan Patel,18,Female,913228029798,vivaanpatel@gmail.com,Mumbai,,70.62,75.87,100.0,100.0,BCA
Vihaan Patel,17,Female,915057661945,vihaanpatel@gmail.com,Sydney,Semi-Urban,,100.0,,,BCA
Sai Miller,19,Female,915055362917,saimiller@gmail.com,Delhi,Rural,75.7,93.77,291.41,514.49,B.Tech ECE
Aditya Brown,18,Female,915434759160,adityabrown@gmail.com,Ahmedabad,Urban,67.04,82.61,203.08,768.36,B.Tech CS
Shaurya Taylor,18,Male,914264250642,shauryataylor@gmail.com,Mumbai,Rural,70.52,93.99,270.34,795.0,B.Tech CS
Atharv Verma,18,Male,915353961367,atharvverma@gmail.com,Ahmedabad,Semi-Urban,100.0,91.68,100.0,100.0,BCA
Sai Verma,20,Male,916388832899,saiverma@gmail.com,Mumbai,Rural,77.56548998375746,63.27,222.85,724.12,B.Tech CS
Vihaan Brown,19,Female,911487774599,vihaanbrown@gmail.com,Ahmedabad,Urban,77.56548998375746,,100.0,100.0,BCA
Ishaan Brown,19,Male,919848282410,ishaanbrown@gmail.com,Mumbai,Semi-Urban,,77.22531926406927,107.82,791.22,B.Tech Mechanical
Vivaan Wilson,20,Male,914215248319,vivaanwilson@gmail.com,London,Semi-Urban,86.86,60.36,284.62,504.77,B.Tech Mechanical
Ishaan Miller,17,Female,910755047681,ishaanmiller@gmail.com,London,Semi-Urban,79.36,94.03,289.82,673.94,B.Tech CS
Ishaan Sharma,19,Male,911579423873,ishaansharma@gmail.com,London,Rural,67.65,,,100.0,BCA
Ishaan Taylor,17,Female,912246406948,ishaantaylor@gmail.com,London,Urban,89.02,88.0,,503.14,B.Tech Civil
Ishaan Wilson,18,Female,918321867337,ishaanwilson@gmail.com,New York,Rural,84.19,77.22531926406927,133.95,421.77,B.Sc IT
Ishaan Brown,17,Female,917447309811,ishaanbrown@gmail.com,Mumbai,Semi-Urban,72.24,82.01,211.26,722.89,B.Tech CS
Vivaan Wilson,18,Female,916079876799,vivaanwilson@gmail.com,Sydney,Semi-Urban,56.2,77.22531926406927,137.43,634.39,B.Tech Civil
Krishna Miller,17,Male,912935753848,krishnamiller@gmail.com,Delhi,Urban,54.46,85.83,107.52,475.46,B.Sc IT
Vivaan Patel,17,Female,913175529776,vivaanpatel@gmail.com,Mumbai,Urban,63.01,75.67,100.97,,B.Sc IT
Vihaan Johnson,18,Male,916729003724,vihaanjohnson@gmail.com,Toronto,Urban,86.95,79.23,150.83,690.18,B.Tech Mechanical
Vivaan Sharma,18,Female,918715409922,vivaansharma@gmail.com,London,Rural,77.56548998375746,91.53,100.0,100.0,BCA
Aditya Miller,19,Female,913783159757,adityamiller@gmail.com,Bengaluru,Semi-Urban,95.5,83.47,,,B.Tech Mechanical
Aditya Patel,18,Female,917081014812,adityapatel@gmail.com,Dubai,Semi-Urban,72.14,80.77,207.05,417.42,B.Sc Data Science
Atharv Verma,17,Male,918524276221,atharvverma@gmail.com,New York,Rural,88.3,87.02,100.0,100.0,BCA
Vihaan Patel,17,Male,911902662377,vihaanpatel@gmail.com,Hyderabad,Semi-Urban,96.59,,,742.51,B.Tech Mechanical
Sai Miller,20,Male,915150267551,saimiller@gmail.com,Bengaluru,Rural,81.31,83.34,100.0,100.0,BCA
Arjun Taylor,18,Female,916535232660,arjuntaylor@gmail.com,Mumbai,Urban,63.01,51.45,299.91,694.75,B.Tech CS
Vihaan Singh,17,Female,916097137779,vihaansingh@gmail.com,Hyderabad,Semi-Urban,,51.1,193.14,412.25,B.Sc IT
Aditya Johnson,19,Female,919893651956,adityajohnson@gmail.com,New York,Semi-Urban,100.0,77.22531926406927,100.0,100.0,BCA
Ishaan Sharma,18,Female,910888842359,ishaansharma@gmail.com,Ahmedabad,Urban,56.76,90.04,182.36,616.26,B.Tech Mechanical
Krishna Johnson,17,Male,915636224462,krishnajohnson@gmail.com,London,Rural,68.19,56.08,233.1,662.72,B.Tech Mechanical
Atharv Miller,20,Female,918863998756,atharvmiller@gmail.com,Sydney,Urban,78.81,81.25,252.25,629.66,B.Tech ECE
Vivaan Taylor,20,Male,919052492219,vivaantaylor@gmail.com,Delhi,Semi-Urban,84.28,82.52,132.01,633.16,B.Tech Civil
Vihaan Khan,18,Male,914411022013,vihaankhan@gmail.com,London,Urban,77.56548998375746,78.68,127.92,767.63,B.Tech Mechanical
Sai Sharma,20,Male,911203581397,saisharma@gmail.com,Dubai,Semi-Urban,66.55,81.12,271.49,760.1,B.Tech CS
Vihaan Khan,17,Male,919251864704,vihaankhan@gmail.com,Sydney,Rural,,65.88,134.11,,B.Sc IT
Vihaan Johnson,17,Male,911994711363,vihaanjohnson@gmail.com,Hyderabad,Rural,80.48,94.59,283.53,511.79,B.Tech ECE
Aditya Khan,17,Male,915821726330,adityakhan@gmail.com,Sydney,Urban,,87.43,151.65,773.29,B.Tech CS
Shaurya Brown,18,Female,919402654235,shauryabrown@gmail.com,Delhi,Urban,69.0,,,505.81,B.Sc Data Science
Atharv Sharma,17,Female,913140352635,atharvsharma@gmail.com,London,Urban,57.8,79.94,224.35,503.27,B.Tech Civil
Krishna Wilson,17,Male,918731403191,krishnawilson@gmail.com,London,Rural,88.77,100.0,100.0,100.0,BCA
Aarav Sharma,19,Female,915583455955,aaravsharma@gmail.com,London,Urban,97.91,71.2,211.65,787.94,B.Tech CS
Aarav Johnson,17,Male,919630453069,aaravjohnson@gmail.com,Hyderabad,Rural,97.96,92.15,100.0,100.0,BCA
Sai Taylor,20,Female,919798367607,saitaylor@gmail.com,Ahmedabad,Semi-Urban,96.29,77.22531926406927,100.0,100.0,BCA
Vihaan Brown,19,Female,911487774599,vihaanbrown@gmail.com,Ahmedabad,Urban,77.56548998375746,,100.0,100.0,BCA
Shaurya Patel,19,Female,912739643316,shauryapatel@gmail.com,Delhi,Urban,,93.97,100.0,,BCA
Vivaan Singh,17,Female,919260054286,vivaansingh@gmail.com,Hyderabad,Rural,99.44,64.04,263.35,601.43,B.Tech ECE
Krishna Wilson,17,Male,910187703325,krishnawilson@gmail.com,Toronto,Urban,84.65,82.98,144.83,701.89,B.Tech Mechanical
Vihaan Patel,18,Female,915645234286,vihaanpatel@gmail.com,Ahmedabad,Rural,80.47,71.41,101.0,505.48,B.Sc IT
Shaurya Wilson,19,Female,910364882159,shauryawilson@gmail.com,Toronto,Rural,62.44,68.47,287.81,560.03,B.Tech Mechanical
Aditya Sharma,17,Female,915663393508,adityasharma@gmail.com,Bengaluru,Rural,59.43,56.57,125.65,496.23,B.Sc IT
Arjun Miller,20,Female,910549114065,arjunmiller@gmail.com,Ahmedabad,Rural,69.84,54.78,136.3,798.87,B.Tech Mechanical
Vivaan Singh,17,Female,912634921223,vivaansingh@gmail.com,Hyderabad,Semi-Urban,93.48,91.72,204.83,736.32,B.Tech CS
Krishna Miller,17,Male,917087027282,krishnamiller@gmail.com,Mumbai,,66.66,100.0,100.0,100.0,BCA
Krishna Singh,19,Female,919476121893,krishnasingh@gmail.com,Dubai,Urban,,57.37,,702.33,B.Tech CS
Atharv Sharma,19,Female,910942816836,atharvsharma@gmail.com,Bengaluru,Rural,97.63,74.59,117.16,680.06,B.Tech Civil
Vivaan Miller,20,Male,915607832748,vivaanmiller@gmail.com,Sydney,Urban,66.67,68.87,121.4,772.4,B.Tech Mechanical
Vihaan Brown,17,Male,911452323291,vihaanbrown@gmail.com,Ahmedabad,Urban,81.88,51.69,250.5,594.99,B.Tech Mechanical
Ishaan Khan,18,Female,910302992280,ishaankhan@gmail.com,Dubai,Urban,52.8,62.91,136.01,783.3,B.Tech Mechanical
Aditya Patel,20,Female,916799266243,adityapatel@gmail.com,Ahmedabad,Semi-Urban,,54.86,192.71,617.26,B.Tech Mechanical
Shaurya Johnson,18,Female,915679825071,shauryajohnson@gmail.com,Ahmedabad,Rural,96.03,54.29,266.26,692.06,B.Tech CS
Shaurya Miller,17,Male,910914363910,shauryamiller@gmail.com,Bengaluru,Rural,74.94,,,656.82,B.Tech Mechanical
Atharv Verma,19,Female,911829803657,atharvverma@gmail.com,Toronto,Rural,86.46,91.15,219.21,784.15,B.Tech CS
Vihaan Khan,17,Male,919588373403,vihaankhan@gmail.com,Delhi,Urban,84.26,,194.88,,B.Tech Civil
Aarav Taylor,20,Female,912966471181,aaravtaylor@gmail.com,Hyderabad,Urban,94.92,86.67,182.34701123021952,100.0,BCA
Sai Patel,18,Male,912119864471,saipatel@gmail.com,Ahmedabad,Urban,,77.22531926406927,119.8,714.65,B.Tech Mechanical
Vivaan Miller,19,Female,917873413723,vivaanmiller@gmail.com,Mumbai,Semi-Urban,85.14,61.29,198.6,655.0,B.Tech Mechanical
Arjun Johnson,20,Male,919006067087,arjunjohnson@gmail.com,Ahmedabad,Urban,77.56548998375746,68.37,100.0,100.0,BCA
Vivaan Verma,17,Male,919969308488,vivaanverma@gmail.com,Toronto,,100.0,82.29,100.0,100.0,BCA
Vihaan Brown,18,Female,916915393058,vihaanbrown@gmail.com,Delhi,Semi-Urban,92.98,79.99,100.0,100.0,BCA
Krishna Miller,20,Female,910101460193,krishnamiller@gmail.com,Hyderabad,Rural,59.28,92.46,186.96,794.49,B.Tech CS
Aditya Sharma,20,Female,914786359430,adityasharma@gmail.com,Delhi,Urban,56.47,80.22,123.57,,B.Sc Data Science
Shaurya Miller,18,Male,910108981072,shauryamiller@gmail.com,Hyderabad,Urban,86.37,57.08,278.98,739.76,B.Tech CS
Krishna Johnson,19,Male,916648782648,krishnajohnson@gmail.com,Toronto,Urban,61.21,52.56,135.15,540.94,B.Sc IT
Vihaan Singh,19,Female,912622822512,vihaansingh@gmail.com,Mumbai,Rural,60.2,70.18,174.64,736.57,B.Tech ECE
Arjun Khan,20,Female,917506368539,arjunkhan@gmail.com,Dubai,Semi-Urban,96.96,75.36,244.32,550.33,B.Tech ECE
Atharv Taylor,18,Male,912040954377,atharvtaylor@gmail.com,London,Rural,54.74,59.72,239.67,721.76,B.Tech ECE
Aditya Singh,19,Male,910438057198,adityasingh@gmail.com,Hyderabad,Semi-Urban,82.36,69.44,202.18,718.73,B.Tech ECE
Vivaan Wilson,17,Female,912666987422,vivaanwilson@gmail.com,Hyderabad,Urban,96.0,76.51,262.0,514.92,B.Tech ECE
Ishaan Taylor,18,Female,919775655128,ishaantaylor@gmail.com,Sydney,Semi-Urban,94.37,83.56,299.05,480.74,B.Tech ECE
Aarav Brown,19,Female,912738016584,aaravbrown@gmail.com,New York,Rural,78.71000000000001,94.15,100.0,100.0,BCA
Sai Khan,20,Male,918780720203,saikhan@gmail.com,Hyderabad,Semi-Urban,96.99,,113.34,404.56,B.Sc IT
Vihaan Verma,17,Male,912532694968,vihaanverma@gmail.com,Ahmedabad,Urban,71.33,91.22,247.09,612.22,B.Tech ECE
Aditya Wilson,19,Male,913246518359,adityawilson@gmail.com,Delhi,Rural,71.74,81.47,108.92,692.07,B.Tech Civil
Krishna Khan,18,Male,910017195576,krishnakhan@gmail.com,Hyderabad,Urban,77.56548998375746,84.71,100.0,100.0,BCA
Vivaan Patel,18,Male,912232087385,vivaanpatel@gmail.com,Toronto,Urban,97.06,87.84,243.91,521.76,B.Tech ECE
Aditya Sharma,17,Male,914093582717,adityasharma@gmail.com,Hyderabad,Semi-Urban,86.49,56.76,291.92,421.19,B.Tech Civil
Vihaan Patel,17,Male,910647614427,vihaanpatel@gmail.com,Sydney,Rural,62.47,86.88,164.98,503.92,B.Sc Data Science
Vihaan Verma,17,Male,918791465951,vihaanverma@gmail.com,Delhi,Semi-Urban,57.25,90.49,265.28,625.15,B.Tech ECE
Aditya Brown,18,Male,913069516571,adityabrown@gmail.com,Bengaluru,Urban,55.89,71.58,266.29,425.39,B.Tech Civil
Aditya Verma,18,Female,916804420678,adityaverma@gmail.com,Sydney,Urban,54.74,55.1,258.76,448.58,B.Tech Civil
Atharv Miller,18,Female,918843107491,atharvmiller@gmail.com,Ahmedabad,Semi-Urban,72.56,91.66,135.72,486.76,B.Sc Data Science
Arjun Miller,18,Male,910661901748,arjunmiller@gmail.com,Ahmedabad,Urban,100.0,78.07,182.34701123021952,100.0,BCA
Aarav Johnson,18,Female,919123216005,aaravjohnson@gmail.com,Dubai,Semi-Urban,60.73,63.26,115.22,493.37,B.Sc IT
Atharv Wilson,18,Female,916547587837,atharvwilson@gmail.com,Delhi,,100.0,76.13,100.0,100.0,BCA
Vivaan Singh,19,Male,915833117030,vivaansingh@gmail.com,Hyderabad,Rural,90.93,59.4,120.91,483.46,B.Sc Data Science
Aarav Verma,18,Male,916335759979,aaravverma@gmail.com,Ahmedabad,Semi-Urban,73.38,94.73,192.12,567.43,B.Tech Mechanical
Ishaan Sharma,17,Female,913558823481,ishaansharma@gmail.com,Delhi,Semi-Urban,51.37,77.77,135.84,660.76,B.Tech Civil
Shaurya Miller,18,Female,916924704811,shauryamiller@gmail.com,Hyderabad,Urban,54.66,,,498.02,B.Tech Mechanical
Aditya Johnson,17,Female,913664970695,adityajohnson@gmail.com,Dubai,Semi-Urban,100.0,77.22531926406927,100.0,100.0,BCA
Vihaan Verma,20,Female,912139136997,vihaanverma@gmail.com,New York,Rural,76.35,80.76,197.54,593.49,B.Tech Mechanical
Shaurya Singh,17,Female,917735031884,shauryasingh@gmail.com,Dubai,Rural,100.0,67.2,100.0,100.0,BCA
Krishna Khan,19,Male,916882850317,krishnakhan@gmail.com,Bengaluru,,100.0,72.65,100.0,100.0,BCA
Aarav Brown,18,Female,911340399783,aaravbrown@gmail.com,Sydney,Rural,64.34,83.46,230.5,408.54,B.Tech Civil
Atharv Taylor,17,Female,918679699993,atharvtaylor@gmail.com,Sydney,Urban,100.0,77.22531926406927,100.0,100.0,BCA
Shaurya Miller,18,Female,916625760138,shauryamiller@gmail.com,Mumbai,Semi-Urban,,79.57,182.34701123021952,,BCA
Aarav Taylor,18,Male,912605574028,aaravtaylor@gmail.com,Ahmedabad,Rural,81.06,76.89,293.71,576.73,B.Tech CS
Ishaan Verma,19,Female,919509355557,ishaanverma@gmail.com,Mumbai,Urban,51.84,70.55,194.05,429.46,B.Sc Data Science
Ishaan Singh,20,Female,911155849738,ishaansingh@gmail.com,Ahmedabad,,64.16,72.56,100.0,100.0,BCA
Vivaan Patel,17,Male,912417561680,vivaanpatel@gmail.com,Dubai,Rural,71.81,83.22,117.18,692.77,B.Tech Mechanical
Sai Taylor,17,Male,914056829962,saitaylor@gmail.com,Dubai,Urban,93.23,87.58,241.05,525.8,B.Tech Mechanical
Sai Khan,17,Male,911281779036,saikhan@gmail.com,London,Rural,69.66,69.61,244.01,646.67,B.Tech ECE
Krishna Johnson,19,Male,916648782648,krishnajohnson@gmail.com,Toronto,Urban,61.21,52.56,135.15,540.94,B.Sc Data Science
Krishna Miller,17,Female,912831197789,krishnamiller@gmail.com,New York,Urban,71.31,67.91,282.83,772.49,B.Tech CS
Arjun Taylor,19,Female,913470574238,arjuntaylor@gmail.com,Sydney,Semi-Urban,66.09,70.07,169.71,726.19,B.Tech Mechanical
Arjun Wilson,17,Male,911719786016,arjunwilson@gmail.com,Bengaluru,Rural,84.19,80.84,250.25,420.37,B.Tech Civil
Vihaan Patel,20,Female,911893153058,vihaanpatel@gmail.com,Ahmedabad,Semi-Urban,75.44,77.22531926406927,100.0,100.0,BCA
Sai Miller,18,Female,915359520561,saimiller@gmail.com,Mumbai,Urban,70.38,74.34,288.11,405.22,B.Tech Civil
Arjun Taylor,20,Male,914384092771,arjuntaylor@gmail.com,New York,Rural,92.69,61.43,227.23,611.18,B.Tech Mechanical
Vivaan Verma,17,Male,910264913597,vivaanverma@gmail.com,Ahmedabad,Semi-Urban,79.63,97.2,153.18,548.75,B.Tech Civil
Arjun Khan,17,Female,918722557856,arjunkhan@gmail.com,Ahmedabad,Urban,61.16,63.52,293.28,653.55,B.Tech CS
Vivaan Brown,20,Female,914469707119,vivaanbrown@gmail.com,Sydney,Semi-Urban,79.0,,258.36,447.08,B.Tech Mechanical
Aarav Brown,20,Female,916569300903,aaravbrown@gmail.com,New York,Rural,77.56548998375746,99.86,176.89,432.1,B.Sc Data Science
Aditya Khan,17,Female,918100184186,adityakhan@gmail.com,Bengaluru,Urban,100.0,65.2,182.34701123021952,100.0,BCA
Vihaan Miller,17,Female,917327224375,vihaanmiller@gmail.com,Sydney,Semi-Urban,85.66,54.89,185.2,537.57,B.Tech Civil
Atharv Brown,17,Male,914257033329,atharvbrown@gmail.com,New York,Semi-Urban,79.99,67.94,286.18,739.33,B.Tech CS
Aditya Johnson,19,Male,919696573853,adityajohnson@gmail.com,Toronto,Rural,92.08,55.46,287.07,404.76,B.Tech Civil
Atharv Johnson,18,Male,918788477988,atharvjohnson@gmail.com,Sydney,Urban,62.8,60.84,169.64,561.31,B.Sc Data Science
Vihaan Johnson,18,Male,916729003724,vihaanjohnson@gmail.com,Toronto,Urban,86.95,79.23,150.83,690.18,B.Tech Mechanical
Sai Miller,17,Female,918841948246,saimiller@gmail.com,Ahmedabad,Semi-Urban,95.73,,,,B.Tech Civil
Shaurya Miller,19,Female,912395960233,shauryamiller@gmail.com,Delhi,Rural,90.53,95.35,278.73,606.44,B.Tech CS
Aditya Singh,20,Male,910168107137,adityasingh@gmail.com,Toronto,Semi-Urban,79.03,87.19,146.29,776.16,B.Tech CS
Vivaan Johnson,18,Male,917881474250,vivaanjohnson@gmail.com,Toronto,Rural,61.12,92.21,109.16,480.0,B.Sc IT
Shaurya Brown,20,Male,914209536773,shauryabrown@gmail.com,Ahmedabad,Semi-Urban,78.64,81.85,172.1,648.73,B.Tech Mechanical
Vivaan Brown,20,Female,912336293449,vivaanbrown@gmail.com,Toronto,Semi-Urban,60.07,93.12,196.23,780.41,B.Tech CS
Sai Taylor,17,Male,916813078373,saitaylor@gmail.com,Delhi,Semi-Urban,84.75,62.09,216.3,522.82,B.Tech Civil
Sai Sharma,20,Male,919709574454,saisharma@gmail.com,Mumbai,Rural,79.55,99.42,123.27,523.76,B.Tech Civil
Vihaan Verma,17,Male,919453194223,vihaanverma@gmail.com,London,Rural,87.18,61.92,194.57,503.42,B.Tech Civil
Vivaan Taylor,17,Male,917132044845,vivaantaylor@gmail.com,London,Rural,96.18,74.15,172.68,731.05,B.Tech ECE
William Brown,18,Female,644302120663,williambrown@gmail.com,Toronto,Urban,77.56548998375746,97.78,294.19,649.09,B.Tech CS
Arjun Sharma,20,Male,913337320430,arjunsharma@gmail.com,Dubai,Rural,91.9,70.73,210.25,627.23,B.Tech ECE
Ishaan Taylor,20,Female,919490228403,ishaantaylor@gmail.com,New York,Semi-Urban,,64.56,288.96,463.32,B.Tech Civil
Sai Miller,19,Female,911330591541,saimiller@gmail.com,Dubai,Rural,60.41,84.44,121.95,699.06,B.Tech Mechanical
Atharv Sharma,18,Male,912097550617,atharvsharma@gmail.com,Dubai,Urban,81.58,100.0,100.0,100.0,BCA
Aditya Sharma,20,Male,912280126980,adityasharma@gmail.com,Ahmedabad,Rural,70.8,70.95,200.65,529.62,B.Tech Civil
Vihaan Khan,20,Female,912431069033,vihaankhan@gmail.com,Delhi,Urban,79.7,72.32,234.4,748.88,B.Tech CS
Sai Verma,17,Female,917778425108,saiverma@gmail.com,New York,Semi-Urban,75.16,77.22531926406927,188.95,426.88,B.Sc Data Science
Ishaan Miller,18,Female,911452111751,ishaanmiller@gmail.com,Sydney,Semi-Urban,87.2,77.22531926406927,100.0,100.0,BCA
Aditya Taylor,19,Male,915003089737,adityataylor@gmail.com,London,Urban,83.11,73.52,203.67,422.44,B.Sc Data Science
Krishna Patel,19,Female,910135841034,krishnapatel@gmail.com,Delhi,Urban,94.77,72.06,264.36,455.55,B.Tech Mechanical
Atharv Brown,18,Female,919001976893,atharvbrown@gmail.com,Hyderabad,Rural,67.99,53.06,120.8,545.61,B.Sc IT
Arjun Singh,17,Female,917281436116,arjunsingh@gmail.com,Sydney,Rural,55.91,65.35,283.49,743.9,B.Tech CS
Vihaan Sharma,17,Female,914268414593,vihaansharma@gmail.com,Hyderabad,Urban,73.91,72.75,297.77,549.45,B.Tech ECE
Vihaan Singh,19,Male,913258024557,vihaansingh@gmail.com,Delhi,Urban,88.29,99.69,262.19,586.09,B.Tech CS
